ticker,date,volume,open,high,low,close
HOLX,6/15/2020,2549549,49.32,52.592,49.19,52.4
HOLX,6/16/2020,2264575,53.33,53.89,52.49,52.83
HOLX,6/17/2020,2143805,53.04,53.33,52.475,52.64
HOLX,6/18/2020,2515428,52.19,53.12,52.06,53.07
HOLX,6/19/2020,6407502,53.9,55.28,53.5,55.16
HOLX,6/22/2020,3705504,55.01,55.5,54.05,55.21
HOLX,6/23/2020,3231008,55.75,55.96,55.2,55.5
HOLX,6/24/2020,4089082,55.12,55.25,53.145,53.67
HOLX,6/25/2020,2654267,54.04,54.78,53.55,54.57
HOLX,6/26/2020,2670929,54.77,54.95,53.26,53.52
HOLX,6/29/2020,2140595,53.91,53.98,53.02,53.33
HOLX,6/30/2020,3387408,54.07,57.32,53.85,57
HOLX,7/1/2020,1930238,57.47,57.48,55.8,56.97
HOLX,7/2/2020,3004417,57.54,58.72,57.54,57.86
HOLX,7/6/2020,2465707,58.55,59.14,57.63,57.86
HOLX,7/7/2020,1753277,57.42,57.82,56.71,56.85
HOLX,7/8/2020,1730395,56.84,57.75,56.79,57.62
HOLX,7/9/2020,1730619,57.59,57.92,56.3,57.47
HOLX,7/10/2020,2930932,57.38,58.29,56.92,57.695
HOLX,7/13/2020,1946463,58.1,59.69,57.23,57.5
HOLX,7/14/2020,1881620,57.64,59.47,57.28,59.43
HOLX,7/15/2020,1848133,59.99,60.59,59.19,60.26
HOLX,7/16/2020,1044207,60.25,60.25,59.545,59.96
HOLX,7/17/2020,2407165,60.28,62.29,60,61.88
HOLX,7/20/2020,1600915,61.79,61.829,60.99,61.43
HOLX,7/21/2020,1768803,61.294,62.38,61.22,61.84
HOLX,7/22/2020,1550581,61.98,62.69,61.69,62.17
HOLX,7/23/2020,2166878,63.39,63.6,61.645,61.94
HOLX,7/24/2020,2111925,61.56,61.89,60.932,61.75
HOLX,7/27/2020,1482219,61.79,62.87,61.42,62.69
HOLX,7/28/2020,1481799,62.43,62.75,61.92,62.1
HOLX,7/29/2020,2185065,62.45,64.21,62.15,64
HOLX,7/30/2020,4816779,69.52,70.15,67.45,69.71
HOLX,7/31/2020,2584378,68.667,70.35,68.667,69.78
HOLX,8/3/2020,2650776,70.6,71.49,70.08,71.32
HOLX,8/4/2020,1832908,71.22,72.21,70.8,72.06
HOLX,8/5/2020,2236378,72.26,73.63,72.21,73.32
HOLX,8/6/2020,3267014,72.8,73.25,69.44,70.25
HOLX,8/7/2020,3146441,70.3,71.3,68.082,68.55
HOLX,8/10/2020,2819170,68.62,68.73,65.71,65.9
HOLX,8/11/2020,2861486,66.34,66.34,64.173,65.79
HOLX,8/12/2020,1868357,66.26,68.55,66.14,67.99
HOLX,8/13/2020,1636340,67.54,68.77,67.42,68.12
HOLX,8/14/2020,1065602,67.64,68.02,66.473,66.81
HOLX,8/17/2020,1698161,67.01,68.48,66.92,68.08
HOLX,8/18/2020,1456387,68.2,68.625,67.6,67.8
HOLX,8/19/2020,2019640,67.98,68.42,66.88,67.04
HOLX,8/20/2020,1534460,66.66,67.38,66.511,67.08
HOLX,8/21/2020,1790623,66.75,67.03,66.4,66.75
HOLX,8/24/2020,1426874,66.94,67.235,65.11,65.33
HOLX,8/25/2020,1109035,65.65,66.2,64.993,66.115
HOLX,8/26/2020,1034841,66.06,66.42,65.3,65.91
HOLX,8/27/2020,7998352,60.03,62.45,57.94,61.54
HOLX,8/28/2020,4093675,61.966,61.966,59.5,60.37
HOLX,8/31/2020,3745287,60.6,61.112,59.61,59.72
HOLX,9/1/2020,2619126,59.84,60.51,58.4,59.22
HOLX,9/2/2020,3015637,59.49,61.91,58.82,61.74
HOLX,9/3/2020,2830017,61.14,61.74,58.66,59.21
HOLX,9/4/2020,2627921,59.36,59.61,56.81,58.24
HOLX,9/8/2020,2060738,57.61,58.97,57.02,57.6
HOLX,9/9/2020,2365832,58.07,59.46,57.98,59.23
HOLX,9/10/2020,2736535,59.34,60.91,58.66,59.92
HOLX,9/11/2020,3671972,63.875,64,61.32,62.04
HOLX,9/14/2020,1924660,62.28,62.59,60.45,60.65
HOLX,9/15/2020,1817187,61.13,61.95,60.68,60.89
HOLX,9/16/2020,1547573,61.28,61.74,60.54,60.77
HOLX,9/17/2020,2963025,59.94,63.28,59.71,63.23
HOLX,9/18/2020,3912027,63.17,64.28,62.27,63.57
HOLX,9/21/2020,3003649,62.5,65.22,61.285,65.12
HOLX,9/22/2020,2036220,65,65.575,63.65,65.38
HOLX,9/23/2020,1369161,65.72,65.72,63.69,63.75
HOLX,9/24/2020,1077319,63.72,63.88,62.49,63.01
HOLX,9/25/2020,1112902,63.05,64.44,62.45,64.35
HOLX,9/28/2020,1629888,65.73,66.61,65.1,65.77
HOLX,9/29/2020,1242671,65.82,66.73,65.49,66.12
HOLX,9/30/2020,1693554,66.04,67.45,65.56,66.47
HOLX,10/1/2020,1493960,67,67.86,65.97,66.35
HOLX,10/2/2020,1086124,65.63,67.31,65.6,66.88
HOLX,10/5/2020,1363786,67.56,68.44,67.46,67.9
HOLX,10/6/2020,1308653,68.18,68.8,67.02,67.29
HOLX,10/7/2020,1380276,68.13,69.31,67.81,68.93
HOLX,10/8/2020,1632620,69.32,69.44,68.02,68.29
HOLX,10/9/2020,1540023,69.03,69.705,68.06,69.39
HOLX,10/12/2020,1711595,69.54,69.71,68.04,68.34
HOLX,10/13/2020,1742907,68.25,68.49,67.42,67.67
HOLX,10/14/2020,1809749,68.15,68.16,65.84,66.5
HOLX,10/15/2020,1758902,66.37,66.59,65.31,65.93
HOLX,10/16/2020,2285383,66.12,67.45,65.49,66.9
HOLX,10/19/2020,1231797,66.81,67.79,66.57,67.01
HOLX,10/20/2020,883758,67.24,67.78,66.35,66.38
HOLX,10/21/2020,1211749,66.56,67.17,65.735,65.85
HOLX,10/22/2020,1537412,65.65,68.21,65.57,67.97
HOLX,10/23/2020,1029546,68.23,68.43,67.16,67.91
HOLX,10/26/2020,1648980,67.68,68.95,67.29,68.66
HOLX,10/27/2020,2093784,68.41,71.07,68.41,70.92
HOLX,10/28/2020,2524546,69.73,71.46,69.39,69.69
HOLX,10/29/2020,2300024,69.55,70.83,69.162,70.5
HOLX,10/30/2020,2228798,70.45,71.02,67.71,68.82
HOLX,11/2/2020,2328644,69.85,70.735,69.44,70.56
HOLX,11/3/2020,1778714,70.84,72.18,70.48,71.92
HOLX,11/4/2020,2177353,72.7,74.42,72.415,73.75
HOLX,11/5/2020,3126333,76.5,77.47,74.23,76.67
HOLX,11/6/2020,2381459,77.43,77.488,74.6,75.05
HOLX,11/9/2020,5826590,66.64,70,66.053,68.35
HOLX,11/10/2020,3254133,68.23,68.51,64.01,66.69
HOLX,11/11/2020,2379524,67.66,70.14,67.23,69.84
HOLX,11/12/2020,2147383,70.51,70.92,69.576,70.2
HOLX,11/13/2020,2150395,70.07,71.85,69.285,69.74
HOLX,11/16/2020,2073852,69.17,71.14,68.97,71.07
HOLX,11/17/2020,1870980,71.08,72.825,71.08,72
HOLX,11/18/2020,1684144,72.1,72.21,69.92,70.01
HOLX,11/19/2020,2044194,70,70.51,69.66,70.01
HOLX,11/20/2020,2314388,69.26,69.67,68.6,68.99
HOLX,11/23/2020,1701416,69.72,69.75,67.33,68.07
HOLX,11/24/2020,1943287,68.49,69.21,67.62,67.68
HOLX,11/25/2020,1603789,67.85,68.81,67.64,68.23
HOLX,11/27/2020,624408,68.57,69.53,68.39,69.51
HOLX,11/30/2020,2230371,69.52,69.87,68.12,69.13
HOLX,12/1/2020,1262907,69.36,70.18,68.9,69.63
HOLX,12/2/2020,1472192,69.53,71.015,68.66,70.86
HOLX,12/3/2020,1975667,70.93,72.71,70.6,72.49
HOLX,12/4/2020,1451389,72.12,73.21,71.42,73.155
HOLX,12/7/2020,1739211,73.23,73.69,72.6,73.18
HOLX,12/8/2020,1629531,72.99,73.14,72.36,72.77
HOLX,12/9/2020,1476445,73.19,73.19,71.33,71.83
HOLX,12/10/2020,3683047,71.73,76.44,71.51,76.25
HOLX,12/11/2020,2295727,75.91,76.56,73.79,74.32
HOLX,12/14/2020,1911347,75.14,76.85,73.98,74.17
HOLX,12/15/2020,1543489,74.37,76.48,73.71,75.5
HOLX,12/16/2020,1894190,76.06,76.06,73.42,73.63
HOLX,12/17/2020,1932724,74.1,75.15,73.41,75.1
HOLX,12/18/2020,3986104,75.74,75.94,73.08,74.77
HOLX,12/21/2020,1304451,73.9,75.375,73.33,75.23
HOLX,12/22/2020,1505234,75.71,76.365,74.42,74.67
HOLX,12/23/2020,1303056,75.08,75.54,74.39,75.06
HOLX,12/24/2020,571707,74.85,75.1,74.2,74.77
HOLX,12/28/2020,1186804,75.65,75.98,72.49,72.58
HOLX,12/29/2020,1227556,73.07,73.19,70.65,71.74
HOLX,12/30/2020,924544,72.23,72.265,71.18,71.75
HOLX,12/31/2020,798852,71.91,72.94,71.155,72.83
HOLX,1/4/2021,1876413,73.22,74.408,71.87,73.12
HOLX,1/5/2021,1786573,73.25,76.29,73,76.02
HOLX,1/6/2021,2162594,76.352,79.8,75.399,78.03
HOLX,1/7/2021,2301169,78.77,80.521,76.86,77.97
HOLX,1/8/2021,3155057,80.54,81.8,78.85,80.49
HOLX,1/11/2021,1602092,80.22,80.26,78.14,78.52
HOLX,1/12/2021,1936199,79.22,79.67,77.12,77.65
HOLX,1/13/2021,1113883,77.81,79.26,77.58,77.85
HOLX,1/14/2021,1825617,77.63,78.12,76.4,76.48
HOLX,1/15/2021,1036971,76.56,76.81,75.31,76.1
HOLX,1/19/2021,1056307,77.14,77.3,75.68,75.99
HOLX,1/20/2021,1226933,76,77.45,75.55,77.22
HOLX,1/21/2021,1291567,77.19,77.76,75.02,75.92
HOLX,1/22/2021,997104,75.76,76.15,75.31,75.7
HOLX,1/25/2021,1547506,76.03,76.59,74.41,76.34
HOLX,1/26/2021,1440074,77.11,77.325,74.085,74.52
HOLX,1/27/2021,3162317,73.7,73.89,71.08,72.51
HOLX,1/28/2021,3533740,76.113,78.2,75.5,75.78
HOLX,1/29/2021,4168052,75.55,81.99,75.23,79.73
HOLX,2/1/2021,3035244,80.9,84.065,80.8,82.89
HOLX,2/2/2021,2065722,84.69,85,81.822,82.14
HOLX,2/3/2021,2787889,82.26,83.05,80.651,82.32
HOLX,2/4/2021,3046162,82.7,84.88,81.81,83.72
HOLX,2/5/2021,1326819,84.17,84.63,82.27,82.8
HOLX,2/8/2021,1744609,83.01,83.8,81.72,82.28
HOLX,2/9/2021,1289944,82.01,82.775,81,81.15
HOLX,2/10/2021,1801322,81.35,81.59,79.445,79.6
HOLX,2/11/2021,1579925,80.24,81.06,79.61,80.02
HOLX,2/12/2021,1575640,80.66,83.13,79.75,82.98
HOLX,2/16/2021,2006938,85,85,82.6,83.43
HOLX,2/17/2021,1848679,83.19,84.41,81.39,82.5
HOLX,2/18/2021,1685969,82.02,82.66,80.4,82.33
HOLX,2/19/2021,5375827,82.58,83,75.43,75.69
HOLX,2/22/2021,3288764,75.77,77,73.45,74.57
HOLX,2/23/2021,2857020,74.1,76.475,73.33,75.5
HOLX,2/24/2021,1901509,74.92,76.3,74.81,75.15
HOLX,2/25/2021,2437124,74.47,75.14,71.46,72.36
HOLX,2/26/2021,2611317,72.49,72.96,71.4,72.09
HOLX,3/1/2021,1618610,72.23,75.06,72.23,74.64
HOLX,3/2/2021,1496611,75.315,75.85,74.77,74.82
HOLX,3/3/2021,1630554,74.57,75.05,71.72,71.97
HOLX,3/4/2021,1769051,71.62,72.363,68.915,70.41
HOLX,3/5/2021,2255701,70.905,72.46,67.88,72.35
HOLX,3/8/2021,1714832,72.32,73.07,70.72,70.91
HOLX,3/9/2021,1549325,72.14,74.18,71.84,71.88
HOLX,3/10/2021,3697827,71.95,73.27,67.73,68.76
HOLX,3/11/2021,2785054,69.893,71.19,68.7,71.03
HOLX,3/12/2021,1593639,71.28,71.28,69.05,70.78
HOLX,3/15/2021,1638137,71.01,72,70.44,71.92
HOLX,3/16/2021,1222651,72.88,72.88,71.34,71.95
HOLX,3/17/2021,1768583,71.5,72.61,70.77,71.67
HOLX,3/18/2021,1581769,71.04,72.48,70.69,70.8
HOLX,3/19/2021,2811882,71.22,72.26,70.6,72.03
HOLX,3/22/2021,1568428,72.91,74.05,72.34,73.93
HOLX,3/23/2021,1424220,74.09,74.23,72.48,72.73
HOLX,3/24/2021,1357655,72.55,73.14,71.69,71.98
HOLX,3/25/2021,1711876,71.5,71.72,69.68,71.05
HOLX,3/26/2021,1718852,71.7,73.5,70.7,73.42
HOLX,3/29/2021,1438045,72.78,74.76,72.41,74.2
HOLX,3/30/2021,1182612,73.76,74.45,73.12,73.87
HOLX,3/31/2021,1742226,74.44,75.44,73.63,74.38
HOLX,4/1/2021,1415613,75.31,75.45,73.77,74.34
HOLX,4/5/2021,1417417,74.69,75.47,73.95,74.36
HOLX,4/6/2021,1677529,74.83,76.24,74.52,74.72
HOLX,4/7/2021,1479196,74.5,75.04,72.72,72.9
HOLX,4/8/2021,2122918,73,73.72,72.332,73.58
HOLX,4/9/2021,1366788,73.95,73.965,72.96,73.63
HOLX,4/12/2021,2148598,74.02,75.075,73.521,74.42
HOLX,4/13/2021,1972804,75.2,77.17,74.62,75.65
HOLX,4/14/2021,1710661,75.33,75.69,74.79,75.01
HOLX,4/15/2021,1771500,75.51,76.62,75.01,75.99
HOLX,4/16/2021,1762016,76.68,76.75,75.37,76.66
HOLX,4/19/2021,1297933,76.38,76.99,76.13,76.68
HOLX,4/20/2021,3029027,76.64,76.64,72.66,73.82
HOLX,4/21/2021,1734640,74.12,75.62,73.93,75.09
HOLX,4/22/2021,1403250,75.27,75.57,74.19,74.68
HOLX,4/23/2021,2703331,74.56,75.03,73.175,73.36
HOLX,4/26/2021,3429816,73.31,74.26,71.35,74.08
HOLX,4/27/2021,2446065,74.07,74.43,72.8,72.85
HOLX,4/28/2021,2527140,73.19,73.29,72,72.4
HOLX,4/29/2021,8599478,69.25,69.75,66.11,66.23
HOLX,4/30/2021,3365577,66.11,66.39,64.64,65.55
HOLX,5/3/2021,3303992,65.82,66.875,65.4,65.67
HOLX,5/4/2021,3102567,65.37,66.04,64.172,65.92
HOLX,5/5/2021,2199237,66.04,66.4,65.205,65.5
HOLX,5/6/2021,2885049,65.71,65.71,64.01,65.16
HOLX,5/7/2021,2416790,65.63,66.87,65.19,65.63
HOLX,5/10/2021,2790489,65.57,65.65,64.78,65.09
HOLX,5/11/2021,2702451,64.11,65.17,63.8,64.47
HOLX,5/12/2021,2740575,63.8,64.59,62.89,62.95
HOLX,5/13/2021,1827073,62.97,63.25,62.125,62.8
HOLX,5/14/2021,1806535,63.14,63.93,63,63.74
HOLX,5/17/2021,2211025,64,64.16,62.57,62.64
HOLX,5/18/2021,2344869,62.51,62.83,62.12,62.27
HOLX,5/19/2021,2549761,61.96,62.97,61.603,62.71
HOLX,5/20/2021,6858792,62.66,63.45,62.55,63
HOLX,5/21/2021,2350936,62.82,63.65,62.38,62.42
HOLX,5/24/2021,2393280,62.83,63.175,62.46,62.74
HOLX,5/25/2021,2232131,63,63.415,62.39,62.68
HOLX,5/26/2021,2792658,62.32,63.2,61.94,62.76
HOLX,5/27/2021,3903127,63,63.4,62.49,63.29
HOLX,5/28/2021,1871943,63.99,64.15,63.04,63.06
HOLX,6/1/2021,3267492,62.36,63.55,60.94,61.35
HOLX,6/2/2021,2426871,61.33,61.53,60.98,61.23
HOLX,6/3/2021,1490574,60.73,61.46,60.57,60.98
HOLX,6/4/2021,2424016,60.77,61.15,60.595,60.72
HOLX,6/7/2021,1730603,60.96,61.37,60.71,60.89
HOLX,6/8/2021,1680245,61.13,61.2,60.1,60.52
HOLX,6/9/2021,1615540,60.82,61.3,60.6,61
HOLX,6/10/2021,1988617,61.16,62.565,60.95,62.3
HOLX,6/11/2021,2934172,62.23,63.615,62.15,63.39
HOLX,6/14/2021,1822154,63.38,63.62,62.815,63.39
HOLX,6/15/2021,2261960,63.985,63.985,61.82,62.46
HOLX,6/16/2021,1462862,62.72,62.91,61.517,61.89
HOLX,6/17/2021,2063311,62.1,63.645,61.89,62.86
HOLX,6/18/2021,3992744,62.65,63.5,62.32,62.61
HOLX,6/21/2021,2307378,62.67,63.3,62.04,63.17
HOLX,6/22/2021,1992455,63.31,64.46,63.03,64.02
HOLX,6/23/2021,2244095,64.235,64.57,63.65,64.47
HOLX,6/24/2021,2437726,64.98,65.41,64.77,65
HOLX,6/25/2021,6346310,64.95,66.4,64.61,65.89
HOLX,6/28/2021,2998558,65.8,67.82,65.75,67.47
HOLX,6/29/2021,4031535,67.91,69.64,67.5,68.85
HOLX,6/30/2021,2440897,68.735,68.85,66.26,66.72
HOLX,7/1/2021,1768319,67.61,68.18,66.7,67.99
HOLX,7/2/2021,1846663,67.85,68.1,67.2,67.71
HOLX,7/6/2021,2395478,69.22,69.31,68.24,69.02
HOLX,7/7/2021,1938023,68.97,70.05,68.88,69.64
HOLX,7/8/2021,1652431,68.9,70.03,68.82,69.85
HOLX,7/9/2021,1362775,69.78,70.145,68.85,69.31
HOLX,7/12/2021,1716906,69.3,69.665,68.79,69.18
HOLX,7/13/2021,1706739,68.9,69.26,68.34,68.65
HOLX,7/14/2021,1824317,68.66,68.85,67.14,67.56
HOLX,7/15/2021,1777959,67.3,68.43,67.1,68.37
HOLX,7/16/2021,3055217,68.69,71.54,68.44,69.54
HOLX,7/19/2021,2869007,68.89,70.586,68.51,70.37
HOLX,7/20/2021,1964257,70.64,71.2,69.975,70.17
HOLX,7/21/2021,2181395,70.13,70.25,69.03,70
HOLX,7/22/2021,1971595,70.25,72.19,70.12,71.77
HOLX,7/23/2021,2267979,71.81,72.36,71.57,72.3
HOLX,7/26/2021,2411769,71.645,72.48,71.46,71.53
HOLX,7/27/2021,1894531,71.62,72.21,71.13,72.19
HOLX,7/28/2021,2928990,72.27,72.74,71.97,72.08
HOLX,7/29/2021,4359675,73,76.43,72.36,73.82
HOLX,7/30/2021,2676551,73.8,75.48,73.65,75.04
HOLX,8/2/2021,1776072,75.18,76.12,74.84,75.83
HOLX,8/3/2021,1680024,75.63,76.15,75.29,75.74
HOLX,8/4/2021,1623574,75.82,77.11,75.6,76.59
HOLX,8/5/2021,1285963,76.62,76.69,75.19,76.35
HOLX,8/6/2021,1261608,76.1,76.23,74.95,75.94
HOLX,8/9/2021,1365430,76.05,76.3,75.259,75.84
HOLX,8/10/2021,2398165,76.02,77.6,75.48,76.7
HOLX,8/11/2021,1131763,76.88,76.909,76.33,76.64
HOLX,8/12/2021,1213882,76.75,77.46,76.64,76.81
HOLX,8/13/2021,779389,76.73,76.95,76.47,76.92
HOLX,8/16/2021,1364869,76.95,77,76.36,76.8
HOLX,8/17/2021,1238332,76.77,77.5,76.51,77.23
HOLX,8/18/2021,1423559,76.9,77.2,76.24,76.28
HOLX,8/19/2021,1771132,75.9,77.11,75.62,76.56
HOLX,8/20/2021,1183141,76.665,77.24,76.315,77.09
HOLX,8/23/2021,1240989,77.52,77.74,76.805,77.47
HOLX,8/24/2021,1009023,77.4,77.73,76.98,77.14
HOLX,8/25/2021,1028162,77.15,77.7,76.69,77.6
HOLX,8/26/2021,996358,77.75,78.46,77.24,78.06
HOLX,8/27/2021,1490138,77.94,79.405,77.62,79.19
HOLX,8/30/2021,1308997,79.47,80.5,79.35,79.64
HOLX,8/31/2021,1921906,79.61,80.4,78.811,79.15
HOLX,9/1/2021,1133632,78.9,79.68,77.89,79.51
HOLX,9/2/2021,1037799,79.46,80.36,79.09,80.32
HOLX,9/3/2021,645823,79.98,80.51,79.78,80.25
HOLX,9/7/2021,1146196,79.82,80.05,78.82,79.79
HOLX,9/8/2021,1309339,80.01,80.95,79.61,80.74
HOLX,9/9/2021,1638303,80.945,80.96,79.56,79.95
HOLX,9/10/2021,1523844,79.94,81.04,79.692,79.99
HOLX,9/13/2021,2344207,80.3,80.5,77.8,78.5
HOLX,9/14/2021,1188834,78.81,79.41,77.965,78.05
HOLX,9/15/2021,1453766,78.16,78.43,77.271,77.62
HOLX,9/16/2021,1271804,77.62,77.89,76.55,77.15
HOLX,9/17/2021,2877353,76.99,77.96,76.61,77.63
HOLX,9/20/2021,1289877,76.99,78.16,76.31,76.73
HOLX,9/21/2021,940407,76.97,77.41,76.16,76.44
HOLX,9/22/2021,868275,77.24,77.68,76.46,76.74
HOLX,9/23/2021,1448199,77.04,78.46,76.76,77.35
HOLX,9/24/2021,674033,77.25,77.48,76.375,76.48
HOLX,9/27/2021,1480649,75.96,76.09,73.39,74.03
HOLX,9/28/2021,1689023,73.6,73.76,72.26,72.87
